notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/3/2020,Temporary Plant Layoff,Hotel Indigo Lower East Side New York,"171 Ludlow Street New York, NY 10002",(917) 270-2888,Hotel,62,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/25/2020,Temporary Plant Layoff,T.I.C. Akean Inc.,"232 E 9th Street, 3rd Floor New York, NY 10003",(212) 228-3030,Restaurant,-----,-----,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Closing,"Milgo Industrial, Inc.","68 Lombardy St. Brooklyn, NY 11222",(718) 388-6476,Iron Manufacturer,43,43,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary  Plant Closing
4/2/2020,Temporary Plant Layoff,"The Johnny Rockets Group, Inc.","1 Destiny USA Drive, Space #B201 Syracuse, NY 13204",(413) 731-4198,Restaurant,36,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,"Cord Contracting Co., Inc.","80 Crossways Park Drive, Suite 300 Woodbury, NY 11797",(516) 626-8800,Contracting,-----,------,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,Temporary Plant Layoff,Breakaway Courier Corporation,"444 West 36th Street New York, NY 10018",(212) 946-7788,Courier Service,45,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,InterContinental New York Barclay,"111 East 48th Street New York, NY 10017",(212) 906-3222,Hotel,342,-----,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,GAMMA North,"13595 Broadway St. Alden, NY 14004",(716) 902-5100,Façade Manufacturing,46,60,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Closing,Brooklyn Brewery Corporation,"79 North 11th Street Brooklyn, NY 11249",(718) 340-8563,Manufacturing,66,66,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,Temporary Plant Layoff,"H.F. Corwin & Son, Inc.","10 Edgar Ave. Aquebogue, NY 11931",(631) 722-8700,Duck Farming,14,-----,4/11/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Morris Heights Health Center,"85 W. Burnside Ave. Bronx, NY 10453",(718) 716-4400 Ext,Healthcare Center,115,-----,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU 1199 Healthcare Workers East,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,"ClassPass, Inc.","275 7th Avenue New York, NY 10001",-----,Online Fitness,146,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,Temporary Plant Layoff,Yelp Inc.,"11 Madison Avenue, 16th Floor New York, NY 10010",(415) 568-3254,Online Recommendations,590,-----,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant  Layoff
3/27/2020,Plant Layoff,"WeWork Companies, Inc.","115 W. 18th Street New York, NY 10011",(646) 809-4474,Commercial real estate company,25,182,6/26/2020 (8); 6/29/2020 (17),Economic,The employees are not represented by a union.,Plant Layoff
4/7/2020,Temporary Plant Layoff,ECD NY Inc.,"35-12 19th Avenue, Suite 2W Astoria, NY 11105",(718) 388-6705,"Excavation, Pile Drilling, and Foundations",75,-----,4/7/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Closing,"Westbury Manor Enterprises, Inc.","1100 Jericho Turnpike Westbury, NY 11590",(516) 333-7117,Restaurant,111,111,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,Temporary Plant Closing,Nobu 57 LLC dba Nobu New York Fifty Seven,"40 West 57th Street New York, NY 10019",(212) 757-3374,Restaurant,239,239,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,Temporary Plant Closing,"Nobu 195 LLC, dba Nobu New York Downtown","195 Broadway New York, NY 10007",(212) 757-3374,Restaurant,175,175,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Browns of Bellport, Inc.","483 Route 112 Patchogue, NY 11772",-----,Auto Sales,86,133,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,Swimline Corporation dba Swimline,"191 Rodeo Drive Edgewood, NY 11717",(631) 254-2155,Pool Manufacturer,139,-----,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,Temporary Plant Layoff,Piping Rock Club,"150 Piping Rock Road Locust Valley, NY 11560",(516) 470-9689,Country Club,68,98,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,Tilcon NY Inc.,"461 Sheafe Road New Hamburg, NY 12590",(973) 725-0368,Building Materials Supplier,9,-----,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,Tilcon NY Inc.,"1 Crusher Road West Nyack, NY 10994",(973) 725-0368,Building Materials Supplier,9,-----,4/3/2020,Unforeseeable business circumstances prompted by COVID-19,Teamsters Local #445,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,The Kimberly Hotel,"145 E 50th Street New York, NY 10022",(212) 702-1612,Hotel,83,------,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU Local 32BJ,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,The Woman's Health Pavilion,"82-12 151st Avenue Howard Beach, NY 11414",(516) 333-1444 Ext,Obstetrics and Gynecology,-----,-----,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,The Woman's Health Pavilion (2 Locations),"372 Post Avenue, Suite 106 Westbury, NY 11783",(516) 333-1444 Ext,Obstetrics and Gynecology,-----,-----,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,The Woman's Health Pavilion,"82-12 151st Avenue Howard Beach, NY 11414",(516) 333-1444 Ext,Obstetrics and Gynecology,-----,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,Temporary Plant Layoff,The Woman's Health Pavilion (2 Locations),"372 Post Avenue, Suite 106 Westbury, NY 11783",(516) 333-1444 Ext,Obstetrics and Gynecology,-----,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"Eastern Heating & Cooling, Inc.","880 Broadway Albany, NY 12207",(518) 465-8878,Heating and Cooling,38,-----,"4/1/2020, or the 14-day period commencing on that date.",Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,"Juniper Nyack Employment LLC, The Time Nyack","400 High Avenue Nyack, NY 10960",(845) 675-8701,Restaurant,68,68,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,Lazar Edible's LLC,"440 West 57th Street New York, NY 10019",(917) 309-0516,Restaurant,45,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"Fancee Limousine Service, Inc.","1 East Main Street Falconer, NY 14733",(716) 483-3661 Ext,Limousine Service,41,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Layoff,"U Gym, LLC dba UFC Gym Club","2020 Jericho Turnpike New Hyde Park, NY 11040",(877) 283-2496,Gym,155,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,Temporary Plant Layoff,"OrthopedicsNY, LLC","121 Everett Road Albany, NY 12205",(518) 689-3860,Orthopedics,157,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","514 Broadway New York, NY 10012",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","442 Evergreen Court Central Valley, NY 10917",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","1700 Military Road Niagara Falls, NY 14304",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","1006 Tanger Mall Drive Riverhead, NY 11901",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","1476 State Rt. 9, Space #6 Lake George, NY 12845",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,Temporary Plant Layoff,"Guess?, Inc.","364 Eastview Mall, Space #E11A Victor, NY 14564",(213) 756-3272,Retail,-----,-----,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"Apple- Metro, Inc. Bed-Stuy Apple, LLC","1360 Fulton Street Brooklyn, NY 11216",(914) 777-2331 Ext,Restaurant,36,1328,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Bacon & Bagels, LLC dba Quality Eats","1496 Second Avenue New York, NY 10075",(646) 277-2357,Restaurant,47,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,"Daily Provisions LLC, dba Daily Provisions","103 East 19th Street New York, NY 10003",(917) 406-6702,Restaurant,41,41,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,"545 West 30th Street F & B Management, LLC dba Cedric's at the Shed","545 West 30th Street New York, NY 10001",(917) 406-6702,Restaurant,34,34,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,"375 Amsterdam Avenue, LLC dba Daily Provisions","375 Amsterdam Avenue New York, NY 10024",(917) 406-6702,Restaurant,49,49,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Layoff,Connolly's Pub and Restaurant,"43 W. 54th Street New York, NY 10019",(917) 337-2081,Restaurant,315,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,Temporary Plant Closing,Verragio Ltd.,"330 5th Avenue, 5th Floor New York, NY 10001",-----,Jewelry Sales,54,-----,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Closing,132 W. 27th Street LLC,"132 W. 27th Street New York, NY 10001",(646) 498-4247,Restaurant,58,58,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Peanut Butter & Kimchee, LLC dba Quality Eats","3 East 28th Street New York, NY 10016",(646) 277-2357,Restaurant,70,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant  Layoff,"Off Cuts, LLC dba Quality Eats","19 Greenwich Avenue New York, NY 10014",(646) 277-2357,Restaurant,39,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"French Onion Soup LLC, dba Quality Eats","1345 Avenue of the Americas New York, NY 10105",(646) 277-2357,Restaurant,144,-----,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,Pineapple Hospitality Company dba Staypineapple New York,"337 W. 36th Street New York, NY 10018",(425) 455-5825,Hotel,21,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,Cup of Nachos LLC dba OXOMOCO,"128 Greenpoint Ave. Brooklyn, NY 11222",(602) 721-1292,Restaurant,52,52,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,Temporary Plant Layoff,"Intent Global, Inc. dba Intent","75 Varick Street, 8th Floor New York, NY 10013",(646) 828-4122,Network Provider,43,-----,4/6/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,Temporary Plant Layoff,Pain D'Avignon III LTD dba Pain D’Avignon Bakery,"35-20 9th Street Long Island City, NY 11106",(646) 243-9807,Bakery,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
