notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/8/2020,2019-1338,Temporary Plant Layoff,"Bubba Gump Shrimp Co. Restaurants, Inc. dba Bubba Gump","1501 BroadwayNew York, NY 10036",New York County,(713) 850-1010,Restaurant,214,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1337,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Blue Fin - New York","1567 Broadway, W Hotel Times SquareNew York, NY 10036",New York County,(713) 850-1010,Restaurant,129,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1336,Temporary Plant Layoff,"B.R. Guest Parent Holdings, LLC dba Bill's Bar & Burger - Downtown","85 West StreetNew York, NY 10006",New York County,(713) 850-1010,Restaurant,100,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1349,Temporary Plant Layoff,"Fordham Toyota (Fordham Auto Sales, LLC)","236 W Fordham RoadBronx, NY 10468",Bronx County,(201) 255-1243,Auto Dealership,74,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local No 810,Temporary Plant Layoff
4/13/2020,2019-1348,Temporary Plant Layoff,"Bay Ridge Toyota (Bay Ridge Motor Sales, Inc.)","6401 6th AvenueBrooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,105,,4/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1347,Temporary Plant Layoff,McCormick & Schmick Restaurant Corp. dba Mastro's Steakhouse - New York,"1285 Avenue of the AmericasNew York, NY 10019",New York County,(713) 850-1010,Restaurant,120,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
10/16/2019,2019-0102,Plant Closing,Barneys New York,"575 5th AvenueNew York, NY 10017",New York County,(212) 450-8606,Retail,6,8,Separations,Economic,New York New Jersey Regional Joint Board Workers United A/W SEIU,Plant Closing
4/6/2020,2019-1274,Temporary Plant Layoff,"Miller's Ale House, Inc.","3046 Hempstead Tpke.Levittown, NY 11756",Nassau County,(407) 547-1219,Restaurant,93,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1275,Temporary Plant Layoff,"Miller's Ale House, Inc.","4000 Middle Country RoadLake Grove, NY 11755",Suffolk County,(407) 547-1219,Restaurant,95,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1273,Temporary Plant Layoff,"Miller's Ale House, Inc.","88 Veteran's Memorial HighwayCommack, NY 11725",Suffolk County,(407) 547-1219,Restaurant,94,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1272,Temporary Plant Layoff,"Miller's Ale House, Inc.","1800 The Arches CircleDeer Park, NY 11729",Suffolk County,(407) 547-1219,Restaurant,92,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1271,Temporary Plant Layoff,"Miller's Ale House, Inc.","6135 Junction Blvd.Rego Park, NY 11374",Queens County,(407) 547-1219,Restaurant,70,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1269,Temporary Plant Layoff,Keeler Motor Car Company,"1111 Troy Schenectady RoadLatham, NY 12110",Albany County,(518) 785-4197,Auto Dealership,,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,2019-1268,Temporary Plant Layoff,"Venture Forthe, Inc.","3900 Packard RoadNiagara Falls, NY 14303",Niagara County,(716) 285-8070 Ext,Home Health Care,6,,4/7/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1267,Temporary Plant Layoff,"Venture Forthe, Inc.","560 W 3rd Street, Suite 5Jamestown, NY 14701",Chautauqua County,(716) 285-8070 Ext,Home Health Care,3,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1266,Temporary Plant Layoff,"Venture Forthe, Inc.","242 N. Union Street, Suite 3Olean, NY 14760",Cattaraugus County,(716) 285-8070 Ext,Home Health Care,5,,4/7/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1265,Temporary Plant Layoff,"Venture Forthe, Inc.","687 Lee Road, Suite C185Rochester, NY 14606",Monroe County,(716) 285-8070 Ext,Home Health Care,6,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
3/19/2020,2019-0526,Temporary Plant Layoff,246 Spring Street NY LLC dba The Dominick,"246 Spring StreetNew York, NY 10013",New York County,(212) 842-5537,Hotel,183,,48,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
4/1/2020,2019-1278,Temporary Plant Layoff,Bonhams,"580 Madison AvenueNew York, NY 10022",New York County,(212) 644-9001,Auction House,22,,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/29/2020,2019-1277,Temporary Plant Closing,"Major Food Group (MFG) Ludlow Hotel Food & Beverage, LLC","180 Ludlow StreetNew York, NY 10002",New York County,(603) 479-1250,Hotel,81,81,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/14/2020,2019-1284,Temporary Plant Layoff,Donaldsons Inc.,"5700 Sunrise HighwaySayville, NY 11782",Suffolk County,(631) 567-6400,Auto Dealership,22,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,2019-1283,Temporary Plant Layoff,Air Canada,"LaGuardia Airport and JFK International AirportQueens, NY",Queens County,(813) 287-3891,Airline,69,,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1282,Temporary Plant Closing,Arista,"38-26 Tenth StreetLong Island City, NY 11101",Queens County,(718) 706-4435,Computer Networking,172,172,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,Steamfitters Fund Office Local 638B and Joint Industry Board Local 3,Temporary Plant Closing
4/10/2020,2019-1281,Temporary Plant Layoff,"Planet Hollywood (Broadway), LLC dba Planet Hollywood and dba Buca di Beppo","1540 BroadwayNew York, NY 10036",New York County,(407) 284-1877,Restaurant,25,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1279,Temporary Plant Closing,The Residence Inn Times Square,"1033 Avenue of the AmericasNew York, NY 10018",New York County,(212) 380-5007,Hotel,106,106,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
4/8/2020,2019-1280,Temporary Plant Closing,The Courtyard by Marriott Times Square,"114 West 40th StreetNew York, NY 10018",New York County,(212) 380-5007,Hotel,75,75,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
4/8/2020,2019-1296,Temporary Plant Layoff,"Callanan Industries, Inc.","402 State Highway 5SAmsterdam, NY 12010",Montgomery County,(518) 366-8723,Concrete Supplier,14,,4/6/2020,Unforeseeable business circumstances prompted by COVID-19,Operating Engineers Local 158 and Teamsters Local 294,Temporary Plant Layoff
4/8/2020,2019-1295,Temporary Plant Layoff,Fairfield Inn & Suites New York Manhattan/Financial District,"30 Fletcher StreetNew York, NY 10038",New York County,(973) 865-7019,Hotel,40,40,3/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1292,Temporary Plant Layoff,Juicerie LLC dba The Butcher's Daughter,"19 Kenmare StreetNew York, NY 10012",New York County,(619) 851-8453,Restaurant,43,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1291,Temporary Plant Layoff,Juicerie 3 LLC dba The Butcher's Daughter,"581 Hudson StreetNew York, NY 10014",New York County,(619) 851-8453,Restaurant,22,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1289,Temporary Plant Layoff,Lehigh Cement Company LLC,"313 Warren StreetGlens Falls, NY 12801",Warren County,(610) 366-4735,Cement Plant,54,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,2019-1287,Temporary Plant Layoff,Keith Titus Corporation,"2758 Trombley RoadWeedsport, NY 13166",Cayuga County,(315) 294-1646,Transportation and Logistics,58,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,2019-1298,Temporary Plant Layoff,"Sharestates, Inc.","45 North Station Plaza, Suite 400, Great NeckGreat Neck, NY 11021",Nassau County,(212) 201-0705,Investment Services,18,87,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,2019-1297,Temporary Plant Closing,Monroe County Automotive Services Inc.,"2440 W. Henrietta RoadRochester, NY 14623",Ontario/Genesee/Monroe County,(585) 532-5621,Auto Shop,129,129,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/13/2020,2019-1293,Temporary Plant Layoff,Wonton Food Inc.,"220-222 Moore StreetBrooklyn, NY 11206",Kings/Queens County,(929) 337-1010,Restaurant,,,4/12/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1294,Temporary Plant Layoff,Wonton Food Inc.,"235 Express StreetPlainview, NY 11803",Nassau County,(929) 337-1010,Restaurant,,,4/12/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,2019-1286,Temporary Plant Layoff,VSP Global,"48 W. 37th StreetNew York, NY 10018",New York County,(631) 629-3277,Ophthalmologist/Optician,,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,2019-1285,Temporary Plant Layoff,VSP Global,"201 Old County RoadMelville, NY 11747",Suffolk County,(631) 629-3277,Ophthalmologist,176,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1290,Temporary Plant Layoff,Juicerie IV LLC dba The Butcher's Daughter,"271 Metropolitan AvenueBrooklyn, NY 11211",Kings County,(619) 851-8453,Restaurant,42,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,2019-1299,Temporary Plant Layoff,"PrimeFlight Aviation Services, Inc.","LaGuardia International AirportQueens, NY 11371",Queens County,(281) 942-6800,Airport Services,195,772,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU 32BJ,Temporary Plant Layoff
3/27/2020,2019-1118,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"Queens Center Mall, 90-15 Queens Blvd.Elmhurst, NY 11373",Queens/Kings County,4167891071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-1119,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"1004 Green Acres Mall, Unit #44Valley Stream, NY 11581",Nassau/Suffolk County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-1120,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"2512 Palisades Center Drive, Unit #B206West Nyack, NY 10994",Rockland/Dutchess County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-1121,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"Walden Galleria, One Walden Galleria, Unit D108Buffalo, NY 14225",Erie/Niagara County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/27/2020,2019-1122,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"One Crossgates Mall Road (Unit # P-201)Albany, NY 12203",Albany County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/27/2020,2019-1123,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"8555 Seneca Tpke. (Unit #L09)New Hartford, NY 13413",Oneida County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-1124,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"1 Destiny USA Dr., Unit #A206Syracuse, NY 13204",Onondaga County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
3/27/2020,2019-1125,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"21182 Salmon Run Mall Loop West, Unit #D106Watertown, NY 13601",Jefferson County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,2019-1200,Temporary Plant Layoff,North American Dental Group,"3500 Sheridan DriveAmherst, NY 14226",Erie County,(724) 698-2641,Dentist,,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1146,Temporary Plant Layoff,North American Dental Group,"1075 Central Park Avenue, Suite 207Scarsdale, NY 10583",Westchester County,(724) 698-2641,Dentist,,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1147,Temporary Plant Layoff,North American Dental Group,"355 W Morris Street, Suite 105Bath, NY 14810",Steuben County,(724) 698-2641,Dentist,,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
